,text,text_translate,voted_up,early_access
1253,sangokuSSJ4!!!,"Rusnya knows how to make tube, atmospheric and interesting games with a good storyline! Deserves a rating of 9.5 out of 10!",True,False
1254,刚开始玩，不能改按键，F12与截图冲突。剩下的玩了再说，油库里语音是真的皮。 一度以为犬走小兵的攻击力上升了 是死循环~~~_(:з」∠)_ 还有大妖精=大衣玖？ 不过立绘是真的不错。,Good RPG Game as hell xD,True,False
1255,Isso sim é um remake! Honrou as origens. 10/10,"Each detail, each voice, each scenario, is a true post-modern re-reading of histo-Portuguese Portuguese politics. I purchased an RTX 3080 just to enjoy every detail of this masterpiece, and I still feel that the real potential is only reached after a weekend at the congress in Brasilia watered with bread and mortadella. Also, don't waste your time and buy. After gambling I feel like a new man, the world seems different to me, I feel that I have transcended my humanity. It is not just a game, it is an experience that separates boys from MEN. 10/10",True,False
1256,"After playing ETS2, I decided to get ATS, and I think its absolutly worth it. Driving around with the trucks they have is alot of fun, especially if you have some freinds to do it with on mutiplayer. I do wish however that they did have volvo, and more trucks, but the current selection of trucks is enough to satisfy me. Over i'd give this game a 9/10, for being quite fun, but not having as high of a selection of trucks, as ETS2.",Great game!,True,False
1257,one word A-M-A-Z-I-N-G,"Watch_Dogs 2 ** Reasons to buy to play this game ** - Easy Hack to use Hack system for many things such as cars, planes, phone of townspeople or things with electricity - Easy Takedown have. Many actions in Takedown, players have to sneak in and press F to kill our target, most of which are focused on Stealth, Assassination - There is a fairly large dressing system, each shop. There will be a unique set such as a backpack, glasses, hat, etc. - Freeruning system or Parkour in this system is the main feature for this game. Without it, the game will not look like anything. There is a hack in this system, players can jump. Skip things Climb there is a way to come in or simply, it is Freerunning, there are many positions, which I really like, buy the game, Freerunning is worth it for me - COOP or Multiplayer, if you have friends, you can invite each other to do it. Missions can be stealth, plan to help each other, and if you don't have friends to play, you can go into multiplayer mode to find friends, do missions, or hack yourself. In the Jumper part, it is used for the ground into the air vents according to the ground, and the part of the Quadcopter is the Drone used to fly to check the target, find the Key to unlock the door etc. **** The main things that I know are like this, I want to play with me, I can wait. This game I give 10/10 because it is a very great game. Like Freerunning and Hacking is a great game ** **",True,False
1258,Very funny and family friendly game.,"I'm really glad I passed this game. No matter what  . The graphics and plot are quite interesting. For me, this is a rare case when a game without a multiplayer was bought at full price. It's worth its money. 10/10",True,False
1259,best game ever,"Payday 2, a very good game. A team game for up to 4 where you will rob banks, get Hoxton out of jail, and many other things. You have skills, 5 trees in total that you can increase with skill points by leveling up, many guides are available on the net to build a build even without too much knowledge. You also have a ton of weapon, grenades, a melee, even a mask that you can customize. Only here, it is true that Payday has a ton of dlc, but only 2-3 are necessary to really advance in the game. So for dlc here is what I think: - 6 € for some, it is can be a little abused it's true, - For the successes, a lot can be obtained by playing on the map that a friend will not need to buy the dlc, - In promotion the price drops enormously (-75%) in general, - A lot of dlc are not required for a good gaming experience, - Finally there are a lot of giveaways on the net. So much for the dlc, but why so much hatred in the other evaluations? Because of the microtransactions which seem to bother a lot of people, while they are still minor in the game. So you can buy skins for your weapons, good .. But some skins will give you bonuses, +4 stability , wow .. And that's what people get upset about .. Namely, the community has been so toxic and dumb with Overkill that they really felt bad and apologized. Then skins are offered for free with success, after possibility of dropping safes or even drills (so yes, possibility of drop 2 €) and finally, recently, a Shift has added boosts that have little to drop and put on our weapons, like +4 stability for example! The game has a long lifespan with all the achivements and the maximum level, infamy 25-100 or for those who do not understand, level 2600. Finally Overkill makes a lot of efforts, also for modding and interacts with the community. So yes, Overkill does need some ""income"" to keep improving the game and yes I finished the game myself, but will continue to play it with friends for more fun! (My update is a bit dated and the game has changed a lot since then, there will be an update for my review, but not immediately.)",True,False
1260,Best story till now,This game is great.Its like overwatch but with bad qualiti,True,False
1261,I mostly play on surf and bunnyhop servers but the game is still really good and is a must have since its free.,Do what you cannot do in reality and accomplish what you want to do.,True,False
1262,87 gazillion guns whats more to want?,"Among the humble games that can be played with friends, it definitely makes a name for itself. The only problem is the slowness in creating the world.",True,False
1263,"If you have prime its not really a problem,only toxic people","Never saw a game like this before, unique and so fun to play!",True,False
1264,Okay Honest review here. Storyline. Nonexistent  Graphics. Meh (okay) Controls. Basic as any other racing game. (with controller support) Sound. Like a bunch of Monster Trucks ramming each other. Server. As deserted as DC in fallout 3. I give this game a 3/10. Sorry to be so harsh but it is an Honest review.,what,True,False
1265,Worth It!,"Every Library needs this. I had more fun than my entire life. If you don't have any idea about GoT, It doesn't matter. You can play the game without having knowledge. You'll learn enough after episode 1, you don't need to worry about it. You need a bit of english to understand the dialogues though.",True,False
1266,Предзаказ: 700 рублей Релиз: 1700 Кошерно!,Legend ...,True,False
1267,no regrets. better than GTA V  10/10,"If you bind forward to a button on your mouse, you can play pyro and eat at the same time",True,False
1268,muy bueno,Legend!!!,True,False
1269,"oof this game is cool but man you better not throw any weapons, abuse ground pounds or bakugans otherwise your mom's gonna get insulted by all sorts of african names. plus skins made me retarded",Pulp,True,False
1270,"No fajna gra polecam zagrać każdemu, zwłaszcza w coop.",Playing like a dumb with friends using cars and pursuing balls like a crazy dog. Addictive and fun. 10/10,True,False
1271,"Para verdikten sonra ücretsiz olduğun için teşekkür ederim. Neyse arkadaşlarınızla banka soyup çaldığınız paralarla silah satın alıp, silahları geliştierek lanet olası federalleri öldürüp stres atabileceğiniz güzel bir fps oyunudur.","Played this game like 8 years ago, nothing's changed and that's not a bad thing at all.",True,False
1272,GIT GUD,I rate this game 10/10 because it is the only game i like to play when i have free time... This game is great when it comes to continuing to your city when you can make it to a high certain level.,True,False
1273,very nice,"Fun whether you're playing competitive with friends, or exploring the vast community servers running custom gamemodes (try ZE btw ;)",True,False
1274,"So far so good, after the 10.2 patch update. Although the 1.5MB size is very useful.  Sorry I'm not good at writing reviews, I thought you might need it, so be careful to check regularly the condition of your PC spec if you want to play this game, because out there are still many crashed. So yeah be careful.  Edit: This game is not as perfect as the playing experience, there are still some things that need to be improved such as dropping fps and bugs (sinking feet) but this allows me to play instead of being unable to run at all the day before.","MOBA, which is clearly not for everybody. Although it is inappropriate to compare with Dota, the Game looks much more noble. 80s style, a bunch of characters with varying degrees of interest. Each character has his own musical theme to match his character. It can be enjoyed during a match with a kill streak. That is, not often) Nice animation, general sustained style. Unfortunately, there are not many cards, there is only one game mode - taking out the enemy base. Recently we saw the second, desmatch. In view of this monotony, the game gets boring pretty quickly. Wild prices for fake whistles. Commensurate with the cost of the game itself. True, the only one that offers anything other than the look of DLS is Starstorm. Adds several new units, at least one of which is clearly knocked out in balance, which is really annoying. If you are on different teams). Pros: Cons: Let's summarize. The game is not bad, even interesting, but for the time being. And the time comes pretty quickly. Of course, all of the above is purely my personal opinion and someone does not agree with this (scolopendra-destroyer, I know what you are reading!). In any case, the game is worth its money (although against the background of donation, you can call the purchase of the game ""first installment"") and you will definitely spend at least a couple of fun evenings with it.",True,False
1275,"Hmm... I may have to go to bed without it.  Management :p It looks like it's just an attempt to integrate the game to a new platform RUS: Зомби, уломайте меня по частям, но мне не страшно! И  шатал я логику, пробуя стрелять. Динамика с момента RE 6 пошла в морг.","Great game! The most difficult thing about it is to press the ""Exit"" button.",True,False
1276,"First impressions: it's a very well polished game. Nice UI and gameplay is well thought out. It has a ragnarok feel with better combat, in my opinion, and the artstyle is simply beautiful. I definitely recommend you to try this mmorpg out if you are bored of all those WoW clones because ToS is pretty unique in this over saturated market.",its the best free game on steam.,True,False
1277,Perfect mix of the best of Resident Evil and Silent Hill.,"It's fun, people are funny (especially the Russians ^^) requires practice, skill and time. But sometimes the players are annoying too. Have fun soldier ^^",True,False
1278,fajne,...,True,False
1279,this is the best game in the world,"Meh. I've Already played it on PS4, and replay it its a bit boring. By the way, if you didnt played anywhere or you didnt watched video with spoilers its a masterpiece, art.",True,False
1280,ebola simulator,"A very good and simple game, here it is inappropriate to sweat, farm, and the like. This is a simple, easy game, like a pain for the soul: D",True,False
1281,와 이런 대단한 게임을 아직 해보지 않았다는것은 인생을 헛살았다고 할 수 있겠죠?,"The first 40 levels are very difficult, but then you start to get used to it",True,False
1282,"I remember getting this game from my brother in law years ago, it was great getting the theme music stuck in my head for the rest of my life.","So much has been said about the game, and sometimes with such masters of the pen that I nervously smoke on the sidelines, so I will write in brief. The Witcher 3 for me is like aged wine, which I decided to taste only years later (thank God, at least not a decade) ... Passed with great pleasure, Blood and Wine is so beyond praise! As a longtime fan of The Witcher books, I was delighted with the constant references to the events of the past. The appearance of one of my favorite characters in the supplement, so generally left joy in my soul. So I'm glad that in the end I got to her and plunged into this wonderful world, now I'm even more waiting for the next creations from the developer!",True,False
1283,"Jogo bom, graficos bons, jogabilidade normal. O jogo em si tem uma história bem feita e trabalhada, apesar de ser bem linear, coisa que hoje em dia poucos jogos conseguem fazer com qualidade. Recomendo e vale o dinheiro investido, com toda certeza comprarei o pós jogo... haha",Rusch B Bitch Fuck,True,False
1284,Amazing game dosnt deserve all the hate,"Do you remember this meme where there is a guy who say ""i'm going to the jail""  That me right now",True,False
1285,"КОРОТКО ПРО ИГРУ  1)КУПИЛ И ДУМАЕШЬ БЛИН ВОТ ДОРОГО 2)ТАК ЖЕ ДОРОГО КУПИЛ ДЛС,НЕ НУ А ЧЁ ВРОДЕ НОРМ СКИНЫ 3)БЫСТРО СКАЧАЛ ИГРУ 4)ЗАШЕЛ,ТАК ЖЕ БЫСТРО ПРОИГРАЛ КАТКУ 5)ЗАБОМБИЛ,СЛОМАЛ МОНИТОР 6)УДАЛИЛ ИГРУ СО СЛОВАМИ:""Никогда больше не буду играть в это дерьмо"" 7)ЧЕРЕЗ 5 МИНУТ СНОВА ЗАШЕЛ В ИГРУ (НУ А ЧЕ Я ВРОДЕ РАЗМЯЛСЯ) 8)ПРОШЕЛ 1 РАУНД ""УРА Я КРУТОЙ АХАХАХ Я НЕ ПОБЕДИМ) 9)ПРОИГРАЛ ВО 2 РАУНДЕ ""НЕНАВИЖУ ЭТУ ИГРУ"" 10)УДАЛИЛ ИГРУ 11)СКАЧАЛ 12)ИГРАЕШЬ С ДРУЗЬЯМИ 13)ПОСЛЕ НЕСКОЛЬКИХ КАТОК У ТЕБЯ БОЛЬШЕ НЕТ ДРУЗЕЙ 14)ПОИГРАЛ С СЕМЬЁЙ 15)У ТЕБЯ БОЛЬШЕ НЕТ СЕМЬИ ВЫВОД 10 РАЗБИТЫХ МОНИТОРОВ ИЗ 10","Great game,if u add the dlc 2 it its the best of the 3. U can by pass the research tree altogether an start playing with the big boy toys. Thats all the experimentals AN THAT RIGHT A WAY!!!!!!! Friends of mine we do 30minute build up put on just land battle these thing r biblical in proportion to the other 2 games. don't get me wrong the other games r good games buy this one 1st.  IT WILL ROCK YOUR WORLD, OH YEAH!!!!!!",True,False
1286,"Ich habe das ca eine Stunde angespielt und ich mag das Spiel weil es mal ne ganz coole Idee ist, dass man alleine zwei Charakter spielen kann das ist richtig cool... Also an alle Menschen die keine Freunde haben so wie ich...Kauft es euch XD",Adictive and fresh. I love it,True,False
1287,.,"I thought it was going to be more complicated, but it turned out to be quite easy and short (less than 3 hours). ""Portal 2"" surpasses it in all respects, however it is totally worth buying at a discount.",True,False
1288,Still the best free Diablo clone as of today,"advise, many modes and this sims 6",True,False
1289,..,A game that can be a mountain? Is w,True,True
1290,"Спасибо разработчикам, что прислушались к мнению игроков, которые были разочарованы последним обновлением и вернули нам старый добрый Heliborne.",Best game,True,False
1291,Melhor jogo de FPS que ja joguei brabo d+ recomendo.,best BR yet,True,False
1292,"I really recommend this game to anyone who looking for Multiplayer FPS with the best looking cartoon graphic and brutally exciting gameplay. Oh, and this game has a lot of cosmetics. Be sure to get it, so you can make your classes looks cool.","An even more successful mix of different game mechanics than its predecessor's. Better played with a gamepad. Two shortcomings: the randomization of powers might end up making the end game too easy or too difficult depending on the presence or lack of abilities with homing capabilities in the last tier. Secondly, the menu screen song made me spend way too much time just listening to it.",True,False
1293,amo,I PLAY TO END MY LIFE,True,False
1294,O jogo de futebol mais completo! recomendo a 100 %,"unstable multiplayer monotonous combat janky stealth characters can fall off roofs they shouldn't, get stuck, and slide out of cover, though this is only visual and yet i like it. everyone i know hates it, but that's because they're playing the multiplayer. it's fun. i swear",True,False
1295,"Great game, if its on sale pick it up if you liked CMS-15. The UI is kinda crappy but you will get used to it in 1-2 hours.",Fun,True,False
1296,Наконец-то вышла!,"The game is good. Yes, it has never been as popular as its 1.6 predecessor. It was not played by as many people as in 1.6. A huge number of tournaments have not been held on it. But she's still good. Of course, it doesn't have the same dynamics as 1.6. Yes, it does not have a rank system and cases like in GO. But it has some zest, because of which 12-15 thousand people still play the good old CS Source. And I hope they will still play. Yes, over time, the vast majority of players will switch to the latest version of the most hurricane team shooter. Since Valve is really doing a lot to develop their offspring (both in game terms and in the media). But good old CSS will still be playable. Like the old lady 1.6.",True,True
1297,"LEGO® Batman™ 2: DC Super Heroes была разработана  TT Games, ответственной за прошлую LEGO игру про Бэтмена, а именно LEGO Batman The Videogame. Игра вышла в июне 2012 года. За наигранные 5 часов игры, оно того стоит. Особенно понравилось, что персонажи в этой части Бэтмена могут разговаривать. Графику и геймплей тоже улучшали. Добавили открытый мир,и ещё добавили машины, вертолёты. 10/10 летучих мышей.","Good dev, getting better and better each year",True,False
1298,görev,"I liked her! A game in the style of survival and zombie apocalypse. An entertaining game you can play with friends and have fun. The game has an interesting gameplay. I recommend her) Yes, of course there are some flaws, but the game is very interesting!",True,False
1299,I love this game! It is fun and adictive! Time flies so fast when you are playing! 10/10 - IGN!,"Great game, I recommend it to everyone who loves surviving games! 10/10 :)",True,False
1300,我是傻逼，但我真的喜欢柯南，但我还是傻逼，但我还是买了，所以我是傻逼。,"Жёлтый заряженный ламбо, 300 лошадей под капотом. Об этом звере мечтают многие жители солнечного Скайрима, но эта красавица есть только у крутого красавчика, орка по имени Майкл, но вы глупы если думаете, что эта тачка досталась Майклу за честный и покорный труд. Майкл скумовый мул. Он уже 10 лет промышляет этой работой и висит на волосок от смерти, но всему когда-то приходит конец, Майкл решил завязать. Последнее дело, 150 тысяч септимов за партию скумы и Майкл выходит из этого опасного бизнеса. Но как в жизни водится, последнее дело может оказаться и последним в жизни. Вроде бы ничего не предвещало беды, обычный для Майкла маршрут оказался опаснее чем обычно, ведь в Скайриме объявился опасный как бритва тёмный эльф по кличке ""RED BULL""и он намерен забрать партию скумы, и отправить на дно озера Толука нашего мачо Майкла. Всё происходило стремительно, Майкл выдавал неспешные виражи по каньону ""Карбон"", как ему резко ударило в зад что-то стремительное и страшное, это нёсся красный феррари тестаросса за рулём которого находился RED BULL. Майкл уже в бизнесе не первый год и сразу понял что к чему. Рука на автомате потянулась за узи в бордачке, Майк не собирался выходить из этой гонки проигравшим. Скорость уже доходила до 300 км/час. В красную феррари летели очереди из узи, это было похоже на безумный танец ДЖИГАЛАХА. RED BULL так же как и Майкл был не из робких малых. Его бронированный феррари сносил оплеухи от узи на ура, а для отпора неприятеля у него был заготовлен арбалет, нужно было только хорошенько прицелится. И вот напряжение нарастает, каньон закончился и две супер мощных тачки выходят на финишную прямую. Один выстрел с арбалета по шине и жёлтый ламбо Майкла переворачивается в воздухе. Тачка разбита, груз уже никак не забрать, а за ним движется страшный тёмный эльф. ""Нужно спасти свою шкуру"" промолвил Майкл. И как заправский грязекраб слился с лесом, впереди виднелась заправка, это единственный шанс на выживание. Феррари RED BULLа остановилась. ""Нужно перекинуть партию скумы к себе в багажник, а потом грохнуть этого сраного орка"" сказал себе RED BULL. У RED BULLа был принцип, никогда не оставлять тех, кто в будущем может тебе отомстить. Да и предугадать действия орка было очень легко, буквально в двух метрах виднелась заправочная станция. Перекинув груз в свою феррари RED BULL упёр педаль газа в пол и двинулся к заправке. В это время Майкл уже до неё добрался, но тут была подстава, на заправке стоял только один огромный автобус. ""На этом говне никак не смыться от этого мудня"" подумал Майкл. Ничего не оставалось кроме как дать бой этому страшному тёмному эльфу. У узи оставалось одна обойма, Майкл был решителен как никогда. Феррари RED BULLа приближалась к заправке. Майкл спрятался за автобус и краем глаза следил за следующими действиями его врага. RED BULL подъехал к заправке и вылез из машины как ассасин из тёмного братства. На его лице не было ни капли страха. Тактично осмотрев территорию, тёмный эльф понял где его цель. Он быстро переместился на противоположную сторону автобуса. ""ЭЙ СРАНЫЙ ОРК, ТЫ ЖЕ ПОНИМАЕШЬ, ЧТО ВСЁ КОНЧЕНО, НЕ РВИ СРАКУ, СЛОЖИ ОРУЖИЕ И СДОХНИ БЫСТРО"". Майк был взбешён подобной наглостью. ""Я ТРАХАЛ ТВОЮ МАМУ СРАНЫЙ УРОД"" выпалил Майкл. Действовать надо было быстро, лёгким движением он запрыгнул на крышу автобуса, и с дикими воплями побежал на тёмного эльфа поливая его свинцом из узи. RED BULL укрывался и перекатывался, паля арбалетными стрелами в оппонента, но неудачное местоположение сыграло с ним злую шутку. 3 пули пробили эльфу печень, а из его его уст вылетел жалобный плач ""АЙ МЛЯ"". Бой был закончен, арбалет выпал из руки RED BULLа, и он больше не мог ничего сделать. Майкл приближался к поверженному оппоненту с улыбкой победителя. Подойдя к RED BULLу, Майкл произнёс ""Потрепал ты мне нервишки мудень, но пришло время расплатиться за трату моего времени"". Прицелившись в голову Майкл спустил курок, но произошло, то чего никто не ожидал, у Майкла закончились патроны. Поняв что произошло  Майкл и RED BULL громко рассмеялись. ""Сегодня твой счастливый день, тебе был преподан ценный урок"" произнёс Майкл. Ещё несколько секунд стояла гробовая тишина. Майкл выбросил узи, забрал ключи от тачки RED BULLа и двинулся к феррари. Приближался восход, у Майкла оставалось время завершить заказ и закончить свою карьеру скумокурьера. Мощный двигатель взревел и орк унёсся в закат. А тёмный эльф смотрел на уносящийся в даль автомобиль и ухмылялся. Скоро он совершит свою месть, и произойдёт это очень скоро.",True,False
1301,Still a great game!,Nice game. Great multiplayer. Needs much grind :),True,False
1302,Just Nice Everything Is Nice in This Game,Very good game but it takes your whole day for one game towards modern era... 9/10 is my rating,True,False
1303,"Je vous recommande ce jeu, très bonne ambiance on est vraiment dans l'immersion d'un mafieux des 50's",Game very good,True,False
1304,"Que jogo é este? ESPETACULAR! Nem sei se deve ter avaliação negativa para esta obra caprichada. O jogo é lindo: na arte, trilha sonora, jogabilidade. Não é sempre fácil de jogá-lo, mas se adapta de maneira muito precisa. Comecei a jogar e terminei-o sem parar nem para piscar os olhos. Por mais jogos prazerosos como este. Vale o preço integral!",Bem Joguei Magicite e Vou Citar Algumas Coisas Sobre ele Positivas Bem Dificil Dps De 1 ou 2 Leveis Ou Distritos Varios Monstros Bem Dificeis L-i-N-D-O 2d Pixelado Graficos Lindos Jogabilidade boa  e roda na maioria de quaze tds os pcs Fraco Forte Ou medio Negativas Nao Jogue Sozinho Pq Enjoara Rapido Jogue Se Vc Ou Seu Amigo Tiverem Uma Net Boa Pq Os Bugs Dele Sao Lokos Nao Fique Parado Sempre Ande Senao Bye bye Dps que Vc Zerar N Fara mas Nada Com ele SS DA PARA ZERAR ESSA COISA E Legal Esse Jogo e Muito  Mas Serio N TENTE MATAR O O CARA QUE VOA COM UM OLHO SO SENAO ADEUS,True,False
1305,EXPLOSIONEN,Positives - Amazing visuals - Lots of content and gets updated frequently  Negative - Needs lots of grinding to afford houses and vehicles  Extras - Expensive price at $70 normally and often goes on sale for $35 so just wait for the sales,True,False
1306,ну играть можно.,"The best game, can honestly say it is in real life, I learned a lot, this game taught me how to take a real life car exam, I highly recommend!",True,False
1307,Err:507,directed by micheal bay,True,False
1308,Good,NICE GAME,True,False
1309,perfect!,i love and hate this game,True,False
1310,"I ike this game, its rly GOOD, cuz ❤❤❤❤",i like dis game you can shoot terrorist,True,False
1311,"Scribblenauts Unlimited to jedna z najlepszych gier jakie grałem. Dlaczego? Ponieważ w tej grze zrobić możesz wszystko. Wystarczy, że wpiszesz nazwę czegoś po angielsku np. ,,apple'' (tłumaczenie - jabłko) i masz piękne czerwone jabłko w grze. Możesz napisać przymiotniki ,,big'' i ,,purple'' (duży, fioletowy) i masz duże fioletowe jabłko. Można zrobić po prostu wszystko, a jak czegoś nie ma to można albo samemu to zrobić (jest taka funkcja w grze, dzięki niej możemy modyfikować obiekty) lub ściągnąć z warsztatu steam. Fabuła w tej grze jest bardzo, bardzo nietypowa. Gramy jako Maxwell, ma on matkę (Julie), ojca (Edgara), 40 braci i jedną siostrę (Lily). Lily dostaje magiczny globus dzięki któremu może podróżować po całym świecie, a Maxwell magiczny notes. Jeśli napisze w nim nazwę jakiegoś objektu to ten objekt pojawi się koło niego. Z pewnego powodu Lily zaczyna się zmieniać się w kamień. By ją odczarować musimy zbierać Gwiazdy i ich odłamki. (Oczywiście jest to tylko krótki i niepełny opis fabuły. Jeśli cię zainteresowało i jesteś ciekawy/ciekawa dlaczego Lily zmienia się w kamień, i dla czego musimy zbierać Gwiazdy to polecam kupić i samemu się przekonać.) +: -Bardzo ładna i przyjemna dla oka grafika -Ciekawi bohaterowie (możliwość zmieniania cech Maxwella itd.) -Bardzo przyjemnie się gra -Przyjemne z pożytecznym czyli można nauczyć się słownictwa po angielsku (podczas gry używaj słownika albo tłumacza google) -Warsztat Steam -Cudowna muzyka (Farma Edwina) -W niektórych zadaniach musimy popisać się zręcznością -: -Brak języka polskiego -W niektórych zadaniach musimy popisać się zręcznością (dałem to jako plus i minus ponieważ niektóre poziomy w zadaniach mogą być za trudne dla dzieci) Podsumowanie: Gra jest świetna, pobudza wyobraźnię, uczy języka angielskiego przez co możemy ją zaliczać jako grę idealną dla dzieci. Tylko musimy ich najpierw nauczyć np. korzystać ze słownika lub tłumacza google. Ale dobrze się gra również starszym osobom czego np. ja jestem przykładem.",WAIT VERY LONG FOR THAT GAME !!!!,True,False
1312,Il gioco preferito di Rocco siffredi,"I was actually really surprised by this game, as I had bought it to play with my brother but ended up enjoying by myself way more (oops :P). It was the first licensed LEGO game to get a chuckle out of me (sorry Complete Saga and Batman), and I feel like almost all of the jokes were very well executed. Seriously, this is one of the only things that bothered me about the Complete Saga and the differences in the Colloseum levels from both games are crazy. Not to mention how much better the game looks when compared to the Complete Saga. It's funny saying this about a LEGO game of all things but I was really blown away by the graphics. But the best thing in my opinion are the levels. They really nailed the Clone Wars episodes and for the first time in a LEGO game I felt that each level was well executed and fun. You get the multi-character levels where you can switch between completely different action scenes, the ship combat scenes where you can also land on the giant Star Destroyers and kick droid ass. In fact, I felt like the game had very good big battle scenes, and you always felt like you were part of a massive battle so definitley points for that.  However, there are RTS-type levels in the game where you get to command divisions of clone troopers and Republic vehicles in big battles on the ground. While this sounds very fun (and it is for the first 2 times), these RTS sections drag on for surprisingly long periods of time and the game likes to use them way too much. I found myself saying ""ANOTHER one of these sections?"" way too many times. Overall, this is one of the most refreshing LEGO games I've played in a while and is a definite recommendation if you enjoyed the first 2 seasons of Clone Wars or if you enjoyed the Complete Saga. 8/10",True,False
1313,看臀游戏 反和谐面部是机器人 没别的了,My pussy play is smooth according to payday heist ♥♥♥. graphics new weapons guns additions ♥♥♥ nice but they didn't put turkish in amk game otherwise the game is legendary,True,False
1314,"У   есть традиция придумывать хорошие идеи и плохо их реализовывать. Но вот этот проект она не затронула. И, честно говоря, до определенного момента игра мне не нравилась, вот вообще не никак. Я участвовал на всех тестированиях, даже на технических, благо    в этом году расщедрились на приглашения. И игра ни как меня не устраивала, это был скучный шутан уровня ""истреби вражескую команду"" с кучей однообразных действий. Я даже предрекал игре судьбу Evolve. Так и не понял, что меня сподвигло купить ее, но что произошло, то произошло…  нам повествует историю суровых оперативников и не менее суровых террористов, (которые на самом деле тоже оперативники… почему то… но не суть) ведущих свою войну по определенным правилам и законам. Siege рассказывает о суровой реальности, о реализме и о хардкорности. Тут нет месту наэкранным прицелам, не найдется тут и респауна, но при этом ничто не помешает поднять раненого напарника стимулятором или дружеским похлопыванием по плечу. Раунды состоят из обороны и нападения, каждый раз, одно и то же. Казалось бы, это должно быстро утомить и отправить игрока на экран удаления игры, а то и на кешбек Стима. Но нет, от этого спасает выбор оперативников и вариативность геймплея за них, каждый солдат вооружен разнообразными   девайсами, о которых даже Бонд, Джеймс Бонд не может и мечтать. Перечислять всех не буду, скажу лишь, что на данный момент их 20, при этом каждого еще нужно открыть за специальные балы, которые нам вручают по итогам сражения. На этом все вкусности не заканчиваться, столь любимую кастомизацию оружия тоже завезли, прицелы, рукоятки, обвесы и раскраска на месте, что также подталкивает игрока зарабатывать эти балы. И, понятное дело, микротранзакции в игре есть, кудаж без них то?! Но донат не такой уж и суровый, много очков можно получить, проходя обучение и квалификацию, так что тут все более-менее. Одним большим геймплейным моментом игры является тотальная разрушаемость, ну почти тотальная и почти разрушаемость. Сломать стену или сделать там отверстие для ведения огня? Нет проблем. Пробить потолок и спуститься на этаж по тросу? Раз плюнуть. Запереться в комнате с бомбой, усилить все стены, а на дверь щит под напряжением? Нет проблем. И вроде получилась настоящая крепость, но до того момента, когда с потолка не посыпятся разрывные гранаты FUZE-а.  По ощущениям это все та же старая Радужная шестерка с таки доделанным мультиплеером, причем не только ко-опным, но и ПвП-шным. Но при всем этом это уже не та Радуга, нет тут полноценной компании и даже миссий нет. Есть лишь набор карт, которые используют как в сети, так и в соло режиме. ПвП, как основная часть игры, зачастую очень смахивает на какой-нибудь CS, лишь на 1 из 4 миссий по статистике приходиться выполнение миссии, в остальном же просто уничтожают противоположную команду. Сложно дождаться от рандомной команды слаженных действий по прикрытию вывода заложника, от рандомов вообще сложно ожидать чего хорошего, да в большинстве случаев оно просто не нужно, проще перебить команду врага. Так же, как и в CS тут решает скилл игрока, часто можно наблюдать картину, когда более опытный игрок в начале раунда по защите убегает в укромное место, ждет штурма, заходит в тыл к нападающим и убивает всех.  Но Юбисофт не был бы Юбисофтом, если бы не накосячил где-нибудь. Кривой мачмейкинг, странности в соединении, жуткий сетевой код. При создании новой сетевой игры можно просидеть в поиске последнего игрока до десятка минут, при этом если перезайти, то игра найдется за секунды. Сетевой код сразу же напомнил времена выхода 3 и 4 батлы, когда порой убивали через стены и другие непреодолимые препятствия из-за ошибок. Нормальная ситуация для Siege  – на повторе своего убийства не узнавать свои собственные действия. Уж такой этот сетевой код. В целом игра не плоха, в купе с хорошей картинкой, пониманием основ и собранной командой друзей можно очень даже хорошо поиграть. Однако в отсутствии последних действо может быстро наскучить. Но это уже не столь вина игры, сколько игрока. Ищите друзей, собирайтесь вместе и вперед, ловить преступников, убивать полицейских и строить, строить , строит…   -","The game is pretty good, but for some reason it crashes a lot. I have contacted the support and at some point they stopped helping me. The game is good but if you have any tech problem this is your problem, you can contact support but don't expect much of help UPDATE: I got help and now it is working. Sorry for being mad :)",True,False
1315,kozacka gra,Nice),True,False
1316,best game,Best strategy,True,False
1317,Probaly one of the best game's I've played for a few years!  Also metro 2033 redux! <3,this,True,False
1318,"Шел 4 часа на юг, встретил друга, пока я отошел он напоил меня стеклоочистителем, еще полтора часа мучительно умирал.","FREAKING AMAZINGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGG Sweet mother of gawd, this was exactly what I needed after falling in love with Far Cry Blood Dragon. Long Live the Neon Age <333",True,True
